scorer,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker
147,74.00742033979822,119.4222212309867,1.0,315.5570028111378,97.95591799650795,1.0,203.0430731745389,97.19569186491523,1.0,198.57786160727215,95.92890781906453,1.0,76.41003291781195,242.76562301235828,1.0,308.3320829228648,238.2537918392359,1.0,202.30807304859133,294.5717892466445,1.0,194.9226104504535,343.7208766448439,1.0
148,69.98165301734963,118.57148035879139,1.0,310.7984047635069,101.38799564187241,1.0,200.38373208273856,97.32673752131379,1.0,200.25047318995706,97.85021066999525,1.0,72.80117828391765,243.79214676633788,1.0,303.16941799783206,234.83067666375007,1.0,199.850093632216,295.00562571442396,1.0,196.14334377471585,343.76777227327244,1.0
149,66.96393041044648,117.6885656881501,1.0,306.6815292003035,104.01342232523281,1.0,200.34666530740708,96.33756942076873,1.0,197.97827975160743,99.41625399083986,1.0,70.13682401635468,245.77576406402468,1.0,298.7547697434454,231.63016749810737,1.0,199.93038401968715,296.8664878793719,1.0,193.90891446197992,343.3699207470557,1.0
150,67.95675638722312,115.89368867849709,1.0,301.7202528810331,106.38167300075446,1.0,201.02991734233112,95.2370619485389,1.0,193.01951984580558,100.58802620008092,1.0,71.2874472945536,247.59182536066675,1.0,293.59402256666027,229.7217695901406,1.0,200.7082788272671,299.4974791809084,1.0,189.34321198566732,342.78304415666327,1.0
151,67.91359604485532,113.13305840866374,1.0,296.54975903584733,106.22929307616182,1.0,205.4420940467283,92.95974469157228,1.0,187.4052547963982,101.52569511526272,1.0,71.61012575234405,250.8353419591872,1.0,288.640668126101,227.82332601032732,1.0,205.0995635415132,305.06113188336684,1.0,184.22823515504066,342.2257006832538,1.0
152,69.05575266395729,107.16242054889977,1.0,290.85315573122,104.84906815522214,1.0,210.45311500220373,90.11889591420352,1.0,181.0144324027963,102.24246375714132,1.0,73.42342341849518,255.01157086096575,1.0,283.3983164983118,226.93831374078445,1.0,210.08829700392351,310.95165672214773,1.0,178.45842401515324,342.1559604798765,1.0
153,68.85810174506335,101.50095000418204,1.0,283.0654176125731,103.63232309997102,1.0,218.94756615690358,87.75773774023463,1.0,175.73891971102572,102.89610253184786,1.0,73.95890596768814,258.9439331441823,1.0,276.1348831886825,226.46515224828036,1.0,218.2833753364577,317.058531194195,1.0,173.6891934989992,342.3676611367699,1.0
154,69.19022351297448,95.3330328034761,1.0,278.8239123805069,102.69608954247566,1.0,227.8044345468715,86.76296470700335,1.0,169.41382604180697,103.5791180617695,1.0,75.03233707229865,261.5208741539147,1.0,272.21495076945183,225.68788533969598,1.0,226.6441479744291,320.2155334061751,1.0,167.98661379811873,342.83163084068474,1.0
155,70.15154120111828,89.72050967854648,1.0,273.84708264207126,101.64513912691643,1.0,236.3768203063366,86.31511828048957,1.0,163.60284154772273,104.06403533748797,1.0,76.61461493240401,263.472245164769,1.0,267.61228066699977,225.06288166161235,1.0,234.6719733829764,322.14970996772564,1.0,162.76518185404444,343.0154379096565,1.0
156,74.25399076175482,85.12818102966553,1.0,268.2748729207135,100.79650171562511,1.0,245.97653317855625,86.30225677696922,1.0,157.58574072492885,104.6792707822672,1.0,80.9755346712588,265.2338794785697,1.0,262.41886779761757,225.18045372528556,1.0,243.57547598319357,322.43407256019003,1.0,157.3447931869934,343.4281575308263,1.0
157,76.65572610346194,83.1163527460481,1.0,263.53989267542386,99.99836674212123,1.0,255.90788945588358,86.62978492077887,1.0,152.64009353360268,105.57738852811725,1.0,83.45373086328574,266.9714001913851,1.0,258.02387712228074,225.6388756295091,1.0,252.7340210824469,321.6650657812459,1.0,152.8349591028751,343.67275720708574,1.0
158,81.17307039809306,82.30845656671076,1.0,257.8645809729129,99.39381074348749,1.0,264.48764213817327,86.74441042806902,1.0,148.16447508246367,106.69395096306147,1.0,87.74019495618278,268.4749854038404,1.0,252.68702296196392,225.41939555360193,1.0,260.62709368010496,320.07077036684166,1.0,148.7111444949432,343.784859111736,1.0
159,89.90866593411309,81.7603372436862,1.0,253.10923772618932,99.32413847137914,1.0,274.27545974886687,87.67366666544987,1.0,142.7343762358918,107.3395409463841,1.0,95.88206711942576,268.6861561107689,1.0,248.135980064119,224.68612817065934,1.0,269.5989522515336,318.68819314740614,1.0,143.80635404274625,344.05967840266675,1.0
160,98.40726018480592,82.40055530006961,1.0,249.0544558286465,99.4969103037753,1.0,283.8909097863662,88.94438316318386,1.0,137.3037462626945,108.44644114554801,1.0,103.64493239281445,267.084960736332,1.0,244.20789180473227,223.42881084126117,1.0,278.37707733438486,316.8421643910757,1.0,138.8365590773547,344.18586854081974,1.0
161,109.99872478423534,82.44693297892864,1.0,244.03265455238548,99.80720204885515,1.0,292.4433798820911,89.51748046481174,1.0,132.0182750607081,109.35726976641031,1.0,114.33169322505431,264.8212428676153,1.0,239.33386757383198,222.27943646269028,1.0,286.2141621062238,315.1103585434237,1.0,134.01867592827142,343.8353977416929,1.0
162,115.962402485852,81.73294904624224,1.0,239.3208622967435,99.44212402972448,1.0,300.7291721072011,90.49260135998364,1.0,128.3336988983561,110.31455088846712,1.0,119.90388125645093,262.067134292721,1.0,234.8700218649367,221.40483106169503,1.0,293.7844637052825,313.4914088292485,1.0,130.61964312940367,344.07080268837746,1.0
163,126.92482092396591,79.49136960005507,1.0,233.97479255509285,99.35575430537946,1.0,307.5033268734081,91.69222548768366,1.0,124.17303153178504,111.73151508372929,1.0,130.263354368653,257.5244184503953,1.0,229.75772348275694,220.75734096329506,1.0,299.95248052508737,312.2338847908207,1.0,126.7363749468145,344.47347700615245,1.0
164,138.0059696612291,77.74747158652778,1.0,228.72387446075982,99.12479679785682,1.0,312.7429423461037,93.96064482145887,1.0,120.36188793187135,112.66751310801311,1.0,140.6670621000255,252.38206342654502,1.0,224.76674015431615,220.54602853186748,1.0,304.63758376669387,310.9922265520557,1.0,123.23113289432571,345.10565584325144,1.0
165,153.57704771735524,76.15682639098185,1.0,225.8064827993844,98.98743668618125,1.0,318.0071795290228,97.58769388239155,1.0,116.89950566014392,113.61996638123325,1.0,155.19550602500138,246.52630045305978,1.0,221.9949675211749,220.41207466724606,1.0,309.2687618968807,309.80457168009315,1.0,120.02950590465186,345.28877303286004,1.0
166,160.86761682605248,76.93577902131645,1.0,221.48233879652489,98.6901039758984,1.0,319.6454680563611,102.94424423355116,1.0,112.45206452418064,114.36422051846073,1.0,161.79320964882373,241.50450789739747,1.0,217.91087982023066,220.78796325662086,1.0,310.44143156397126,308.6388894109741,1.0,115.98410615497151,345.68686860253575,1.0
167,169.19323336935543,79.59510343633056,1.0,219.41058315647416,97.87254627912117,1.0,318.36242393286585,109.27479561088217,1.0,107.95925490285728,115.82772977525428,1.0,169.12658782104447,237.05652833341782,1.0,216.06263675558318,220.92818700571635,1.0,308.8087907324687,306.09771501415264,1.0,111.80209629695024,346.3858859370738,1.0
168,172.9737391373743,83.50387618511803,1.0,214.75816925087608,96.32367596306341,1.0,313.28688307208824,109.87219184483942,1.0,104.0614764982344,116.8013284890521,1.0,172.1335073568457,235.2621951681567,1.0,211.87402885334794,221.76766993368992,1.0,303.9847882599745,303.2803581227606,1.0,108.21191259595567,346.65533460680126,1.0
169,173.8331890909901,88.74930248997546,1.0,213.08548668248824,93.41609761632256,1.0,308.900190755017,109.163672636427,1.0,101.38802296439536,117.33844008096632,1.0,172.28387114614878,233.91064766050664,1.0,210.7559421843448,222.5673604011028,1.0,299.88246291847645,300.7251319928789,1.0,105.76566363174177,346.62596594306245,1.0
170,174.85340738554956,93.8678488677399,1.0,211.48151099445033,90.93545137386567,1.0,304.6549650251326,109.05821252780702,1.0,97.61581894820046,117.54555520293393,1.0,172.60453805135458,233.2488291324835,1.0,209.63175097543638,223.186951501997,1.0,295.8527766000288,297.40597035128195,1.0,102.38722817725545,346.28014086515685,1.0
171,170.51188964259313,97.96857979320414,1.0,207.36180459352732,88.48176355604633,1.0,300.56516863524195,108.2818920145686,1.0,94.47377298068429,118.65523150323259,1.0,168.09866397500753,233.2901587995363,1.0,206.09289590428983,223.62774121337753,1.0,292.0677753988989,296.090598487619,1.0,99.44586560281836,346.16421225437097,1.0
172,165.50695346652776,100.98675059122233,1.0,209.22236540958446,85.64603610790225,1.0,296.8066885311726,107.62962666806335,1.0,90.20176647874862,119.84385849519772,1.0,163.106910103424,233.00865912252263,1.0,208.33872183337826,224.06714103634081,1.0,288.5697871215055,294.36175487479056,1.0,95.49136741500855,346.0937948129373,1.0
173,161.8688647153526,102.4867627856956,1.0,214.62115439491885,83.9066867737202,1.0,292.49293423639784,107.23749667788248,1.0,85.02812387053001,120.58758808461968,1.0,159.5608440084592,232.6882866014187,1.0,213.79621170816566,224.69054188330418,1.0,284.5658697605834,293.39395457162146,1.0,90.80226582607762,346.5685456457489,1.0
174,156.00146750409579,104.00110410178243,1.0,219.371623497909,83.32795647234882,1.0,288.7040032005615,106.58433297320977,1.0,80.65815443080544,121.61527436577079,1.0,153.95187525257288,232.29011531664966,1.0,218.45432716571685,225.86249065659504,1.0,281.07835199739714,292.91429448211306,1.0,86.78751348107431,347.06933629818843,1.0
175,150.76494674898336,104.49691650263807,1.0,229.2515472366735,84.727646827857,1.0,284.25395300906035,106.54166241098329,1.0,77.55593704277793,122.31909612330361,1.0,149.05769601751496,232.8668176557325,1.0,227.70422112795796,227.21429593514551,1.0,276.93133587086817,292.05463880011894,1.0,83.94444160943755,347.8552847372945,1.0
176,148.42835826783025,105.45150316261163,1.0,239.5331951986891,89.11870813792979,1.0,279.8024841221324,105.5839682525178,1.0,73.87211376612746,122.91863007958696,1.0,146.78096665915464,232.6285909242613,1.0,236.87316479113164,229.71618828493632,1.0,272.84168184843253,291.38480844142686,1.0,80.59870597115474,348.52862788204715,1.0
177,144.21531881445054,106.2429835196576,1.0,256.48919551436734,93.43283793712048,1.0,275.620493714208,104.33257657084535,1.0,70.00777746894661,123.12602494328588,1.0,142.79205179607462,232.65843703980136,1.0,252.44166858403466,232.21534768251308,1.0,269.0213843717708,290.8035830840858,1.0,77.15194259755384,349.8643804568709,1.0
178,138.8374035414432,107.72927030006038,1.0,264.32036846975154,94.70901082284264,1.0,270.7544117906634,102.98143038180739,1.0,67.3571202269936,121.83405024521403,1.0,137.64360559921658,232.76783162678657,1.0,259.78696233424523,235.8495872678606,1.0,264.56390006402654,289.92664727655364,1.0,74.98861278653729,351.2759173807334,1.0
179,134.79096658127133,108.33610261589276,1.0,269.7274193382848,93.32228458331926,1.0,266.85146743041173,102.33766365301206,1.0,65.03757715143489,118.61892948810079,1.0,133.83146427852213,232.85818363890257,1.0,265.2354693634028,239.01390981642047,1.0,260.9531737476569,288.89614065254796,1.0,73.3856289163391,352.9953109148066,1.0
180,130.90463270360974,109.29794431965217,1.0,275.0715054928745,91.01310128190423,1.0,262.93755319998445,102.01603641167323,1.0,68.01292318718941,113.58644752466574,1.0,130.12405899565644,232.8939899974701,1.0,270.76451497464956,241.6513210060447,1.0,257.3249924572727,288.2310071628233,1.0,76.7374371679153,355.57410382842704,1.0
181,126.04842131131377,110.78812906233473,1.0,281.11668378759623,89.16613041637376,1.0,258.4296728910231,101.96556760454335,1.0,70.57234888443847,105.4825385964666,1.0,125.45700985489498,232.968935120496,1.0,276.8735118393285,243.25875491575806,1.0,253.15028973917626,288.19405200436677,1.0,80.1335122998257,357.10208918290135,1.0
182,122.88451946381613,111.65790035963532,1.0,286.9041746169207,89.94760311637093,1.0,252.8485855480384,101.86630257655094,1.0,79.41504202709149,96.42467405608517,1.0,122.42757188202332,232.91618463664807,1.0,282.31203290084153,244.9296832350666,1.0,247.9893983284644,288.3285720087699,1.0,89.23672057128398,358.72370515845796,1.0
183,117.1020328439076,112.026456085627,1.0,292.90925503828987,91.4957568999544,1.0,248.41751105306662,101.79074447770691,1.0,94.61656065032628,87.12285722057398,1.0,117.04051593408758,233.10927158420304,1.0,287.81495113581894,245.34008396770588,1.0,243.88832786340225,288.324764833264,1.0,104.0115126160456,359.80153620151077,1.0
184,112.91660292085255,113.01818520196515,1.0,299.36585628756956,94.12548155530583,1.0,243.2362247648562,100.84881359262897,1.0,107.89179164969315,87.00867402260324,1.0,113.05160679157353,232.98815974144702,1.0,293.5625431582872,244.95313941092707,1.0,239.15054158090723,288.59076579283095,1.0,115.82290788419633,361.80916519812354,1.0
185,108.42975583229048,114.18612099390691,1.0,303.782215242474,96.45182915962941,1.0,238.54843881521566,100.68714812549888,1.0,129.1533461866732,84.2943399364388,1.0,108.76360592577053,232.94245452397706,1.0,297.4024853011599,244.29790851911775,1.0,234.8087673465201,288.3336240471618,1.0,135.05467927608828,360.91420551732386,1.0
186,104.86399085874658,116.00791419017719,1.0,310.03879748584814,99.34657017019887,1.0,234.57598204731224,100.11627200153183,1.0,145.5986799260515,84.70581536462316,1.0,105.24746096239626,232.81558834654703,1.0,302.90871860199934,243.46074174417825,1.0,231.15653566917302,288.179536255241,1.0,149.58149820061598,359.75479420556513,1.0
187,100.93439616369244,117.00306893835955,1.0,308.290727716746,102.07413542195788,1.0,230.1514975431026,99.36738482561628,1.0,164.64388003676868,83.94181866640446,1.0,101.49740806898393,232.99557208769994,1.0,300.7711410552956,241.9516342998839,1.0,227.0906459774881,287.8593931177804,1.0,166.56460675952127,357.0863517978323,1.0
188,97.09351055774445,117.44452852619031,1.0,304.82998523059547,103.78362627705532,1.0,224.82386484153906,97.8752834870691,1.0,178.89875929167945,85.2672032754906,1.0,97.89463953542564,233.03082786231997,1.0,297.157783518336,240.3558413141384,1.0,222.22039837307528,287.1997867522495,1.0,179.0063500885665,353.9400663620308,1.0
189,93.12010952575247,118.30618032456069,1.0,300.7007378132007,105.01651993293339,1.0,221.06703189891604,96.42777035642703,1.0,187.78527001312185,87.2171941243612,1.0,94.11928459516497,233.11624987740248,1.0,292.97905608382973,238.59093038120574,1.0,218.8236304659465,287.2106529174715,1.0,186.59488564914722,350.3098936141223,1.0
190,90.30740573839502,118.27520196369454,1.0,297.04020530370354,105.81665921603236,1.0,216.61114903722373,94.68972319698764,1.0,200.11405025312018,89.7819725513052,1.0,91.52644975404274,233.4476728739066,1.0,289.31337522198635,236.48054852869296,1.0,214.80889798111872,287.639505557674,1.0,197.1666322230153,348.3240832374678,1.0
191,86.03468888316043,118.10359660445401,1.0,294.11454212300026,104.9207346834848,1.0,214.01314419641255,95.78625185152806,1.0,210.02994148727217,91.45346072812785,1.0,87.60698833967645,234.40803827452692,1.0,286.62343137650123,234.26406645614986,1.0,212.32006936871682,287.03993736688346,1.0,205.71554496834125,345.78369043372845,1.0
192,84.06074511141692,117.56571093199098,1.0,289.27243322709694,103.7307744631362,1.0,212.49917898976824,97.15954632295691,1.0,211.71146843205662,93.8535617280875,1.0,85.85165668293236,234.8744208661914,1.0,282.1503812743141,232.25970908838846,1.0,210.83706448630454,287.00470740201905,1.0,206.86134486532552,343.6947787741625,1.0
193,79.88209214037204,117.52372811045153,1.0,283.8685882366922,103.19308270596264,1.0,211.253829473517,98.5076586264472,1.0,218.27466679115875,94.37990604050167,1.0,82.0015874874349,235.62649868625184,1.0,277.0395473008168,230.5859377258525,1.0,209.63095582538833,287.82882279609186,1.0,212.5940832675442,341.34953999677833,1.0
194,77.35549880459197,116.8062276017209,1.0,280.1810535115495,102.61020202987007,1.0,211.06324285851736,100.11983652616993,1.0,216.5724755143882,96.16448576398936,1.0,79.7628066519298,236.70560069256808,1.0,273.5910115537071,229.7060923661477,1.0,209.39590643208595,288.94652369102766,1.0,210.82263604900157,339.3534375178891,1.0
195,75.85149052302172,115.48332791227355,1.0,275.47706391546404,101.48422261584919,1.0,211.56523698527099,100.65561644287526,1.0,215.6625596872363,97.4210615386791,1.0,78.54804896440054,238.42983868464867,1.0,269.2666062784154,229.40012510675282,1.0,209.88676157785113,290.77955208661456,1.0,209.8314175606625,337.94562180366836,1.0
196,73.64793351003425,114.45914762931025,1.0,271.0454002150359,100.93512538618455,1.0,211.91125064465965,100.52164583123233,1.0,214.5655170077766,98.20197293083487,1.0,76.65575931100398,240.68803269668447,1.0,265.11341842233924,229.3386861598568,1.0,210.30200756897455,293.5908398212634,1.0,208.74459221721918,337.17780847519714,1.0
197,71.88598092218652,112.5939692595539,1.0,266.0078495551497,100.27810782800626,1.0,213.7892417338146,99.55380337473208,1.0,211.33019768848862,98.50196347418381,1.0,75.28043108414593,243.75791097108348,1.0,260.4010492129176,229.47935652711143,1.0,212.2605928573602,298.8553596720107,1.0,205.8275410835754,336.54944816244046,1.0
198,73.72616768513998,110.27002134276213,1.0,261.3118329400265,100.06922856829274,1.0,217.54592206479492,97.03773524168025,1.0,209.553399899082,98.45423506374098,1.0,77.29117780471138,246.99447316023443,1.0,255.9524137139002,230.21138447262297,1.0,216.15959975578232,307.6930617349044,1.0,204.2557861542434,336.3389990588602,1.0
199,75.09343238926301,107.17206764355431,1.0,256.4300115381355,99.52100243073694,1.0,222.96877791532194,94.89550516161536,1.0,207.5034273901847,98.29538094422826,1.0,78.96848094439196,251.35492197354336,1.0,251.37487010785605,230.56634733518848,1.0,221.53615201628273,315.0897610011037,1.0,202.46017857220068,336.53914618947886,1.0
200,81.75735658800765,100.50599986485376,1.0,253.01076647441792,98.37127438432043,1.0,230.09169394264381,92.37418592990872,1.0,207.18855760478948,98.16378251028021,1.0,85.99354189570545,258.15843706548037,1.0,248.29699313889995,231.09814864335615,1.0,228.45590475195593,320.7482868269622,1.0,202.201403341934,336.85781152922203,1.0
201,89.49902839861716,93.76394969081991,1.0,250.04907747903496,97.42401991189142,1.0,236.03177158244026,89.70440488858847,1.0,203.19955741821843,99.08265977231281,1.0,94.02089226909257,264.6437764169743,1.0,245.62764634659953,231.84476092352796,1.0,234.18664778210945,323.1182587515443,1.0,198.5356849923071,336.8644898130514,1.0
202,94.26832980899982,88.80456933726006,1.0,246.38507610628488,96.87426412231419,1.0,248.07998863000557,87.70465972704721,1.0,197.16154080735987,99.58863788949925,1.0,99.06892457800926,269.2532411561574,1.0,242.215366647253,232.17420195420198,1.0,245.496002422353,324.1364064537291,1.0,193.10650404841647,336.6233255230817,1.0
203,101.74954408463705,86.95467699636592,1.0,243.4931224931491,96.85502841163571,1.0,258.1416475645523,86.95517831653525,1.0,193.16630343347907,100.27232342794066,1.0,106.23511735074494,272.3562483669794,1.0,239.46079482476154,232.79735498832085,1.0,254.83969910690297,323.4409340703235,1.0,189.46473769342035,336.27927077310386,1.0
204,109.54756193252616,85.99962287721999,1.0,240.22093783987344,97.97387147770408,1.0,264.3399350769383,88.66048581097067,1.0,190.48168080043678,100.6430740029299,1.0,113.56833920132324,273.52387273838525,1.0,236.16197729085437,233.6479912729211,1.0,260.44004408735134,322.0230926267889,1.0,187.03150592412905,336.2604788162669,1.0
205,117.9813288031835,86.21504333282184,1.0,233.43658101053086,99.04528342894719,1.0,270.55479893746036,90.44966349508711,1.0,186.80064763754518,101.1943045212879,1.0,121.32840826419923,272.56419432076564,1.0,229.49949244901512,233.8471431578921,1.0,266.0362672644569,320.1318682891462,1.0,183.6910288786491,336.45297188134606,1.0
206,126.7472993346785,86.09087052329077,1.0,231.05511553590554,99.65430571509515,1.0,277.68034242414984,91.70958759310803,1.0,183.93813865338285,101.13322474083834,1.0,129.42925124415822,270.8395457151639,1.0,227.11778850193048,233.57714649966908,1.0,272.5185330011963,318.621257925407,1.0,181.1597475967509,336.4967339487725,1.0
207,134.215704194305,86.67666268467465,1.0,228.16515070561843,99.5335227760994,1.0,283.6303769040494,93.04983141579794,1.0,180.66289800030447,101.43015800963292,1.0,136.24390795037945,268.95979064561226,1.0,224.3786181205237,234.015546537831,1.0,277.9136045971156,317.32179449278806,1.0,178.21383661986073,336.63579218424894,1.0
208,141.88360321014227,87.69869103590511,1.0,224.99179084088163,99.17927149367455,1.0,289.77371426283855,92.32181178145022,1.0,178.007607865428,101.63602334908416,1.0,143.18429268368254,266.4216037778105,1.0,221.40610672188524,234.46159538508337,1.0,283.6287863687767,316.72269145460666,1.0,175.83060241398599,336.78299588931696,1.0
209,149.26153213001112,88.94713941877004,1.0,222.7757219102038,98.61911358309607,1.0,295.4818200961096,92.9908032809275,1.0,174.8145434370244,101.95240520043227,1.0,149.81884854080818,262.7514644318884,1.0,219.3767329309373,234.5119159509372,1.0,288.85485993669175,315.95375638940703,1.0,172.95350366267388,336.7427561765929,1.0
210,158.6726250634385,89.7087522950616,1.0,220.2115907657285,98.05716327261618,1.0,301.3390271359587,92.95309259178624,1.0,171.88724516312627,102.50661413747834,1.0,158.38644904902168,258.57609238524475,1.0,217.01316165008092,234.47345721179738,1.0,294.2770887755897,315.7420318997245,1.0,170.28009530284868,336.76770140290245,1.0
211,165.67508997366576,90.63486435112839,1.0,216.83913177007543,98.06835844934781,1.0,306.55427064634364,92.90957868253966,1.0,168.856070954719,102.62155580287023,1.0,164.70519277939783,254.0935506802757,1.0,213.79010452242204,234.85993752030095,1.0,299.1091887526293,315.6694909042774,1.0,167.57371632790748,336.6535237114849,1.0
212,171.4345023876762,91.22908333695162,1.0,214.67168954380006,98.19727732764407,1.0,312.3838071976681,94.61263408642968,1.0,166.7444861709321,101.96784748020703,1.0,169.91630614146538,249.75235583130987,1.0,211.70330843996052,235.38093480723634,1.0,304.3893656908103,314.9418147247368,1.0,165.79245276871129,336.98679382145235,1.0
213,173.299990149059,92.28226370304954,1.0,212.65105832543534,97.89948027571072,1.0,316.20256755024576,96.7592396633934,1.0,164.16372973747565,102.43158096901084,1.0,171.48374773026816,246.54151453470976,1.0,209.82530432811348,235.85891078082676,1.0,307.77854696941586,314.13493889055104,1.0,163.4423943652506,337.43967928748566,1.0
214,169.774205428683,94.24911462298664,1.0,210.75162955917753,97.73061492804405,1.0,320.2639207303407,100.21854011943691,1.0,161.8439149510843,103.1210843292456,1.0,167.97238126152575,244.83883116003238,1.0,208.0429593281335,236.3693914576723,1.0,311.3171549836828,313.3417915756979,1.0,161.29239281445504,337.8318286765394,1.0
215,164.7610190586959,96.47323862954825,1.0,207.90671627562932,97.62589111900131,1.0,322.9121666133936,104.56624106037984,1.0,160.13359245911622,104.04670019243727,1.0,163.06220495748627,243.87478620238917,1.0,205.3457110384055,236.89678982059291,1.0,313.4648843687234,311.5659540356785,1.0,159.64867913266568,337.95943413183755,1.0
216,161.71612928742272,97.9895399318927,1.0,205.0414260164119,97.51272460999847,1.0,322.7641094577366,107.82206015480025,1.0,158.0552787950943,104.4870046488641,1.0,160.05909110934337,243.1951187734285,1.0,202.6285568913728,237.3120384829067,1.0,313.05044579699563,308.6759779524818,1.0,157.7463183092567,338.24282131895677,1.0
217,157.74943245199933,100.00824627203922,1.0,202.69503273408037,97.1141960790445,1.0,319.68647150221057,110.07161082958396,1.0,156.26578132170528,104.98156370995926,1.0,156.14916084064052,243.11964836783133,1.0,200.45105901012994,237.53462924522407,1.0,309.94688414942436,304.71924146254077,1.0,156.0935981551508,338.6276678367416,1.0
218,154.68423335539308,101.48817521420766,1.0,201.23412561810636,96.27535023345291,1.0,316.1398238821919,110.6505163499712,1.0,154.58114205856387,105.62030620386662,1.0,153.1402517770258,243.36080557509015,1.0,199.18974500093645,237.60663041889057,1.0,306.4847507307501,300.10104177394123,1.0,154.51197179093617,338.74359630960396,1.0
219,150.84494874326975,102.1755993960505,1.0,199.69046009737644,95.05352030459478,1.0,315.0797756495979,110.6741632296483,1.0,152.62022410863133,106.11975356888497,1.0,149.51500934717518,244.0013922902295,1.0,197.91055765202537,237.64164472802432,1.0,305.44594502901253,298.31203766850933,1.0,152.70456646706913,338.8904154018507,1.0
220,144.95536992668417,103.15740070025011,1.0,199.16885972600392,93.66359116208135,1.0,313.2081340870862,110.0379427453218,1.0,150.83310393859244,106.52778972064577,1.0,143.95952519733584,244.66207765314172,1.0,197.63968328475758,237.8700411278523,1.0,303.7384559426808,297.9834282130063,1.0,151.06775011625137,339.5142905024859,1.0
221,141.36231784646435,103.67260818967958,1.0,198.78367014287863,92.4266811229339,1.0,310.3275546564638,109.17250011042532,1.0,148.84240055459426,106.46849988975833,1.0,140.57865842378703,244.88120907111892,1.0,197.4715076985495,237.9015847949482,1.0,301.11372556117635,297.79365768432905,1.0,149.31204719112296,339.8373575772856,1.0
222,140.9232704134634,104.21750087243478,1.0,198.17950996619805,91.00515990174257,1.0,307.687454175938,108.70746560771181,1.0,145.93813868957116,106.6745329487945,1.0,140.09820488795845,243.9092713101879,1.0,197.11717074457022,237.5242601432012,1.0,298.6902289931975,297.65374601741615,1.0,146.70803923664582,340.00602537870157,1.0
223,139.2588546447516,104.93269320255541,1.0,197.81767915362997,89.635409750649,1.0,305.5095753664986,108.00638356467935,1.0,143.85494968904447,106.87017029909201,1.0,138.46705309631528,243.1894326041162,1.0,196.9893353166727,237.33493386921947,1.0,296.6922418279411,296.98502969743583,1.0,144.83453139154994,340.2373806541033,1.0
224,136.9895225587408,104.89587222370534,1.0,199.66521350025673,88.02321728538826,1.0,302.77856371248606,107.21384691147558,1.0,141.09191809862787,107.25847884129058,1.0,136.37706827034472,243.51360069050304,1.0,199.0141365982463,237.09153651171334,1.0,294.19272359325953,296.49930478066153,1.0,142.33153477658612,340.4960551951132,1.0
225,134.20217372825005,105.48481405831478,1.0,202.82952139269867,86.73062772353127,1.0,300.56022813839303,106.97347836741747,1.0,139.31204101044136,107.73977743423403,1.0,133.73220726726947,243.75467187562876,1.0,202.2566806267519,237.43664390793563,1.0,292.1343450621028,295.9495530579017,1.0,140.68712934856364,340.6257710047626,1.0
226,132.79093236665986,105.50012505047528,1.0,213.87564580468106,85.19317908583044,1.0,298.290507677177,106.57611575264711,1.0,137.2837942065478,108.22529921674611,1.0,132.42708122942767,243.8687377952157,1.0,213.0851495508417,238.01407555404612,1.0,290.04685531285,295.7049217000226,1.0,138.8197501024489,340.5049889944287,1.0
227,129.6314238569345,105.90215391095796,1.0,222.51086127065204,84.54266566946274,1.0,296.31833381154746,106.13815316524742,1.0,134.82013480900036,108.74868990697236,1.0,129.45988397280883,244.0173448307358,1.0,221.47048852358128,239.06103855168416,1.0,288.25038502616786,295.8808150795277,1.0,136.56090754864897,340.3961387460578,1.0
228,126.82644962188473,105.7080247366041,1.0,235.81054057186225,84.69572938825755,1.0,293.9276872694766,105.75289634447385,1.0,132.11561835200854,108.91237872745477,1.0,126.89235541214917,244.19073846718993,1.0,234.20097734532368,240.82283993263425,1.0,286.0625145780546,296.03566168095017,1.0,134.1383579318528,340.36519999025717,1.0
229,123.84275078417024,105.62408620367309,1.0,246.4178427058891,86.73904678438097,1.0,291.9135952609029,104.77653895160874,1.0,129.4348263972493,109.36626383865664,1.0,124.14683853821298,244.41362386205682,1.0,244.0498629890859,242.61497213089297,1.0,284.25232325633846,296.01897714373814,1.0,131.6989324854631,340.5740484137183,1.0
230,120.74052882414782,105.31700327551602,1.0,257.2389574170068,90.62122111594844,1.0,288.64081588533395,103.47825388665224,1.0,125.89234410665317,110.25395628276877,1.0,121.32068908663753,244.85651686108466,1.0,253.7810293675357,242.81789562862193,1.0,281.2891259963798,295.8266235298948,1.0,128.43800867397624,341.1177223153397,1.0
