scorer,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker,ensemble-kalman_tracker
314,164.39981046815373,99.31335545028347,1.0,216.54557982649078,92.7046232486422,1.0,258.47932220307536,91.89447871510549,1.0,190.65073182853382,100.28144647403414,1.0,162.55291727957618,261.69764360207944,1.0,214.28355537634474,228.99039139686974,1.0,254.51518225056287,312.0482309962151,1.0,187.32686231575872,348.2130002576057,1.0
315,172.78541148269528,98.80022611271725,1.0,214.59575329591223,98.12414687119995,1.0,266.6895476965761,93.22146395963888,1.0,188.4072533861162,100.91653592413095,1.0,170.33110353041099,258.0543128053736,1.0,211.55279010282067,229.70054159050764,1.0,262.02383221904506,311.35622816652057,1.0,185.24872778257753,348.1878594167079,1.0
316,156.8381980499555,100.49768126843367,1.0,204.3040157731716,97.74965273420611,1.0,275.04381444172776,93.58761681876632,1.0,186.05683488598737,101.86326840565627,1.0,155.37626371563053,256.8528102993067,1.0,201.76774612833685,229.9110998450131,1.0,269.70160765803956,310.0247404548253,1.0,183.03766050913697,348.7562117622714,1.0
317,153.00556495107634,99.46760984705328,1.0,202.70518637058933,97.07589003659494,1.0,283.4385987598978,95.26231055756631,1.0,183.25864792954843,102.22862185102315,1.0,151.95003766765703,256.00915001538124,1.0,200.34453517122338,229.77886332831545,1.0,277.37363807390034,309.73552681012904,1.0,180.50978249915664,349.4097478749167,1.0
318,149.2506451318842,100.04768769986174,1.0,201.42869728688288,96.61787678298141,1.0,290.5614940528821,95.98395434567624,1.0,181.3183908403562,102.13089205565281,1.0,148.40579397728877,255.58980094786236,1.0,199.1928890813766,229.5179918578042,1.0,283.90662031312473,308.93973629552244,1.0,178.8032406192797,349.6228731661377,1.0
319,146.28590770734687,100.39660923646436,1.0,200.95752296099457,96.0968479536034,1.0,298.0035354052956,95.96303341566484,1.0,178.72060935850914,102.27120829043847,1.0,145.62349153793227,255.57606627906992,1.0,198.828427805332,229.65842428761323,1.0,290.7857708082818,308.3907196596675,1.0,176.4781195227182,349.5306053195433,1.0
320,142.98053453872967,101.73062614614012,1.0,199.79681000596847,93.84078281526203,1.0,304.48855237917303,95.19008771610967,1.0,176.59417314283615,102.27599614014841,1.0,142.41418864480138,256.2483750182034,1.0,198.0909778182737,230.2054180085637,1.0,296.80905173357945,307.4341789713943,1.0,174.59279079915294,349.8054574321289,1.0
321,140.64182667947927,102.15398055493593,1.0,203.0738399879137,91.04011181406639,1.0,310.54269332313015,95.30516946699038,1.0,174.33259367598305,102.67483664671695,1.0,140.20425183203315,256.5252290737476,1.0,201.69935494917428,231.449123501634,1.0,302.40026564112475,307.0719908159217,1.0,172.53224622294394,349.9316969862213,1.0
322,137.39491291904537,102.4693189505388,1.0,202.7077058685856,88.93378352307654,1.0,314.86712093914434,94.74494482840969,1.0,171.73478308693916,102.47855633119916,1.0,137.17212662753818,257.25456638323305,1.0,201.69555800576924,231.83571315245737,1.0,306.43930311089883,307.07846088184004,1.0,170.25149749787184,349.612054179987,1.0
323,136.26872464005936,101.86248366481239,1.0,205.81317816429612,86.02830503959146,1.0,318.1934734348208,94.87589729120063,1.0,169.53057274583864,102.7694237738364,1.0,136.203410565161,257.1611830959508,1.0,205.1939324179347,235.437924998217,1.0,309.4984509357665,306.59010327219994,1.0,168.25864781368838,349.9834789096598,1.0
324,133.44603187278312,101.51449233136975,1.0,206.5929611578665,83.23998892720279,1.0,320.5755593037318,95.39267587471433,1.0,167.55948189771135,103.26978477299637,1.0,133.64503008265703,258.08479344319335,1.0,206.3710042804845,234.17859301329545,1.0,311.68880241950404,307.01739174137384,1.0,166.44229265342454,350.15558263128685,1.0
325,135.873412751132,100.50137098010629,1.0,211.79014208275655,82.20239341892287,1.0,322.9679324655205,96.74088738193507,1.0,164.78584070056192,103.30851763361176,1.0,136.00899047548037,257.9235452369964,1.0,211.50724688033495,233.8595112642947,1.0,313.83011352751356,307.10226271192164,1.0,163.97528575153137,350.08991507681645,1.0
326,140.44826073196012,101.92876017716839,1.0,223.18163373305518,80.75220023797053,1.0,324.70081803730216,98.13891552942808,1.0,162.37148713369916,103.63916502857764,1.0,140.05702110606742,257.0141373739649,1.0,222.6112425254388,231.8475945541721,1.0,315.35289485926705,307.03673386857974,1.0,161.78804067303633,350.1534979573045,1.0
327,123.84305898307814,103.27067629471057,1.0,238.15736607522473,81.04233243179023,1.0,326.4164158393918,100.95623904169352,1.0,159.49116914878127,103.64726207014569,1.0,124.58970389600715,261.47580903451336,1.0,236.89460567783814,231.7783645391427,1.0,316.7290820423128,305.3974086344987,1.0,159.23275459630304,350.35921151939334,1.0
328,123.24647348970535,105.20278333462737,1.0,248.08035002215365,84.11073375157957,1.0,325.92691848003955,103.77444450816178,1.0,157.2035551904261,104.65840646972464,1.0,123.79022171311814,259.81303423002106,1.0,245.95578225659662,235.65242454753172,1.0,316.04402941619327,303.16934428034085,1.0,157.06915601321703,351.0005338065578,1.0
329,118.42546671332788,106.30310252376908,1.0,259.3866007943246,85.17690270862084,1.0,324.80504520847717,106.80640273504653,1.0,154.8627845407606,104.96946316514052,1.0,119.19823124585903,259.41612291331205,1.0,256.6346522614818,237.6445835918201,1.0,314.7667158639547,301.13400556819136,1.0,154.95305277845716,351.45865168963,1.0
330,115.8316101772389,107.50432235670158,1.0,265.5450720954261,85.67091780982321,1.0,321.4698068270644,108.30068215060817,1.0,152.45376038584513,105.46673031663181,1.0,116.64981777421846,258.726313541267,1.0,262.4674174787259,238.85686439250804,1.0,311.47743719682967,297.4798872843552,1.0,152.74811106095223,351.57883926389496,1.0
331,113.06650018825422,108.03526082804193,1.0,290.32899382870613,99.06753782914492,1.0,316.1848812847774,106.73790916495128,1.0,150.6682840445999,105.3554787818228,1.0,114.0273315714341,258.4146230574204,1.0,284.034105861529,239.7872802530314,1.0,306.5151395119479,292.43236661705964,1.0,151.18182141708476,351.92341178514033,1.0
332,110.25178724803818,108.25629819678717,1.0,292.04736038410573,101.84011290253919,1.0,309.5108345943216,107.1740811809632,1.0,147.4528230495209,105.62243859042923,1.0,111.39722935490089,258.20236443452944,1.0,285.25365103950406,241.26285867714066,1.0,300.18192683474905,288.40153212117366,1.0,148.2934052599375,352.1042167802608,1.0
333,107.61957676496068,108.29183594896793,1.0,296.50044264508455,102.77467751740416,1.0,306.21224712455694,106.87558109272052,1.0,145.3137545434717,105.11723711770165,1.0,108.95356027764585,257.5002753673662,1.0,289.38938842520014,242.86756184678512,1.0,296.9761541052343,283.0040929534424,1.0,146.4611258485153,351.65850531594094,1.0
334,105.16157762979262,108.79907909281035,1.0,299.65091425774705,102.34464485058248,1.0,303.6095855252422,102.72149492641161,1.0,142.375369734441,105.38344211863213,1.0,106.61944931065185,257.3678821767478,1.0,292.49493004581666,244.2051775459071,1.0,294.79304979292436,282.63168290390166,1.0,143.81784407996724,351.73563792830464,1.0
335,102.26135263645239,108.98375880176386,1.0,302.25601114207166,101.62816693516005,1.0,300.56702324424816,99.63802835156181,1.0,139.7685130672657,105.44024261760741,1.0,103.91417678749696,257.10084261958735,1.0,295.1163093635307,245.0007395843079,1.0,292.12179230624076,281.65111536524375,1.0,141.49799190543902,351.87494069268536,1.0
336,98.88350074587109,109.95606257362601,1.0,304.950542468276,101.83673817311684,1.0,297.88232940182945,99.05631678280804,1.0,135.96881473623478,105.6657553133225,1.0,100.67609841169984,257.202911445241,1.0,297.651013829536,244.35640516332148,1.0,289.67829699398783,281.9827575334027,1.0,138.09514934096438,351.8433566364513,1.0
337,95.75524440074341,110.4156389045719,1.0,303.7721466846621,103.86118929219043,1.0,295.0907834857693,99.88286903160528,1.0,133.97233683566546,105.68928021147048,1.0,97.73125689346567,257.3940875329006,1.0,296.18751371568106,243.8139489387684,1.0,287.0273278825214,281.43465416859385,1.0,136.32051459995165,351.862107983814,1.0
338,92.10255753090827,111.3814332005921,1.0,301.5785003854246,103.30151343168819,1.0,292.50511678223603,101.65520978526808,1.0,130.57085217842342,106.07017451576667,1.0,94.236598859465,257.1378732252921,1.0,294.15529483480975,242.3296833535282,1.0,284.50128471959874,280.5232214888416,1.0,133.25069975506062,351.95698941487456,1.0
339,90.58036702263635,111.99191258472824,1.0,298.3849189815049,104.71798422339722,1.0,289.1654368344625,101.90424882618076,1.0,126.99725526927527,106.67448984744894,1.0,92.76072130445074,257.61946609550427,1.0,290.8590332498904,241.62484782529245,1.0,281.38491500882964,280.26962582167414,1.0,129.99517354321665,351.7632240491159,1.0
340,86.84228252841923,113.3978797583806,1.0,296.16088426047605,104.45616027543356,1.0,284.324605425964,101.76524008482306,1.0,123.43604272760749,108.65472504343147,1.0,89.12918743666232,256.8315074395334,1.0,288.7638062666361,241.04134520152158,1.0,276.8901169858329,279.69163243173944,1.0,126.57202213263551,352.85788333676135,1.0
341,83.13669841762078,112.88442086732371,1.0,291.65824772336555,104.07335106514122,1.0,280.44663111397676,101.46399931615436,1.0,121.24614282036882,110.55989905285102,1.0,85.76363208991484,256.569104572756,1.0,284.5007998717543,240.0284520522614,1.0,273.29232339977693,278.97044398482865,1.0,124.37287427170072,353.5623820105992,1.0
342,78.37849360880399,111.56406958370698,1.0,286.7342831653099,102.96773120417267,1.0,277.9144645096682,100.64667243427097,1.0,118.75991501015979,110.69885541026123,1.0,81.52510374527188,256.6061409126714,1.0,279.9621950177805,239.697229810704,1.0,270.9767282923259,278.42864815246026,1.0,122.14896353086438,353.7246147555159,1.0
343,76.0447838679658,115.91317574249156,1.0,283.88597408779805,102.51613844369425,1.0,274.71515137318136,100.30094645235162,1.0,117.55387214730813,111.14123275342769,1.0,78.83568172874483,255.64281715236808,1.0,277.29478828727133,238.76897987878098,1.0,268.0099919007377,277.69847694731436,1.0,121.02719916267587,354.86737276208265,1.0
344,73.38085261315463,117.87151931865898,1.0,279.85880973527424,102.23297099751295,1.0,271.33169395148053,99.71351514074125,1.0,118.89012058940503,107.66808766078512,1.0,76.14516150452835,256.43010663290573,1.0,273.4748308021063,238.01847910066653,1.0,264.9055445878687,277.580972747758,1.0,122.70618700200517,356.9130179269797,1.0
345,72.39481233401847,119.89443500103651,1.0,275.8424388223356,101.66423968069391,1.0,268.2413457525887,98.89528967269817,1.0,122.08771102714373,104.14358339209082,1.0,74.98612720106063,255.98119999388905,1.0,269.7040740395044,236.80626132914043,1.0,262.0899846312068,277.5930599621703,1.0,126.03597655127102,357.9727294922628,1.0
346,69.70234277408602,122.43569158095087,1.0,273.1422937165174,100.95893697457873,1.0,264.81273185411885,98.40144525214465,1.0,122.87315686333818,93.183421440157,1.0,72.19391398251297,256.21653166839224,1.0,267.2221047416571,236.0450817759508,1.0,258.9282601015761,277.1509111988957,1.0,128.26652081655212,361.54856085862764,1.0
347,66.68634537286532,122.84467656668244,1.0,269.6538600058647,100.51473090891062,1.0,260.42888717044497,97.36697450963403,1.0,137.90091681630147,88.432668301957,1.0,69.35985312275471,256.50786890523244,1.0,263.9533018527389,235.90101674662418,1.0,254.9623374404682,278.31286857591067,1.0,142.26447270972716,362.90827822152767,1.0
348,65.75621354334649,121.71600073025641,1.0,265.4533381224049,99.33718988878458,1.0,255.57327462338586,96.86478727436553,1.0,150.92294920007825,81.70305257366584,1.0,68.6417301933709,257.11868796726617,1.0,260.1171014115032,235.4725130515719,1.0,250.51649927914693,279.0831473603047,1.0,154.76046982051986,365.02822431046684,1.0
349,65.85276268754669,118.7701175539671,1.0,262.6995321375652,99.01862751644686,1.0,251.6273271609057,96.8969544329269,1.0,166.67498721210515,81.11147016008196,1.0,69.091574633055,257.76402883137376,1.0,257.51970618070624,234.61258825391906,1.0,246.8798527267389,279.76419274015666,1.0,168.85139587234636,369.06032839899154,1.0
350,68.34536912451685,114.07606063557341,1.0,257.3442198204792,98.28526824641811,1.0,246.87464559013426,96.12301533461313,1.0,183.87554710540343,81.48581515402046,1.0,71.9494777526066,256.59603722629737,1.0,252.51535009587926,234.73816511931537,1.0,242.54512544117284,280.5365500145205,1.0,184.06564333653327,369.4231948702636,1.0
351,71.47011293957104,111.16812414975779,1.0,254.0756097449189,97.79427289946568,1.0,243.9103580423212,95.54735066560846,1.0,192.30211974072716,87.32495967155884,1.0,75.19732522657542,257.64232660724207,1.0,249.46175967627727,234.4220560719487,1.0,239.89634975750022,282.61782479913273,1.0,190.72364272047554,367.2433016369974,1.0
352,80.09801306899259,105.78993841139928,1.0,250.52693699041575,96.91453811014445,1.0,239.7093689034728,96.25440347854145,1.0,207.92296312356837,85.63638057323836,1.0,83.87220636506055,263.334189262361,1.0,246.19668595486857,233.70625605449598,1.0,235.98944730956129,283.46001940970996,1.0,204.79840893023714,364.9833275496823,1.0
353,89.38343182421852,94.24320689483994,1.0,247.4452937515909,96.22085920109453,1.0,238.17218991699093,96.87448625347062,1.0,208.6993519458307,93.6127822048234,1.0,93.87354580574521,266.48379213163054,1.0,243.3536360686685,233.31764336208798,1.0,234.60434755995144,285.8805523412062,1.0,204.3903040974414,364.76188618823704,1.0
354,102.43924159837913,80.04649598642919,1.0,245.26560748359043,95.74545963197954,1.0,237.21737287842018,97.47789348277139,1.0,207.25915840574396,96.04596954951852,1.0,107.66858124607128,268.5542272441517,1.0,241.3521152675079,233.79471425714283,1.0,233.75127148560082,288.0266512496161,1.0,202.77718954043712,364.6284477357252,1.0
355,109.46527644132898,77.38113383731968,1.0,241.3524105579711,95.56495973464885,1.0,236.75858052571502,96.37103995644928,1.0,205.4737433943569,97.04943931224291,1.0,114.50598378155976,270.9886755858965,1.0,237.6430680475492,234.21249345201286,1.0,233.50255305828614,291.66345627718744,1.0,201.05321545963363,364.38914536057706,1.0
356,121.48570081370256,74.481863533334,1.0,237.7195686179593,95.42141501472898,1.0,236.4308695733003,95.53048260083654,1.0,202.17508327731133,97.5367792815706,1.0,125.95999573259947,270.4629840597328,1.0,234.2033169655573,235.07230764347003,1.0,233.41182084308815,296.9788280756192,1.0,198.0588923179424,364.3425884280822,1.0
357,133.06674939860343,73.13263674645529,1.0,235.632261219691,94.94475759026298,1.0,242.64846937586205,93.6564721320165,1.0,198.13197227304875,98.08951268502895,1.0,136.82385725989644,270.20686430100693,1.0,232.2989566715824,236.0911998530173,1.0,239.5383821285059,305.3188313148531,1.0,194.39508156064642,364.3051102209388,1.0
358,161.34088552100312,89.08052631637041,1.0,230.12259203650558,94.15250181234653,1.0,247.7763634197756,92.76544230723408,1.0,193.51515588458398,99.06991079471219,1.0,161.00135574427088,266.4087767645215,1.0,227.16510228870476,236.76767418967455,1.0,244.39632619266087,307.1173224858293,1.0,190.16501903373498,364.4603917750736,1.0
359,176.6283500086991,93.53125446991426,1.0,226.57473561212547,95.73889053309829,1.0,257.65370230502145,89.92447490463812,1.0,189.95121923316955,99.33165491970081,1.0,174.5746403900702,264.20995629644455,1.0,223.5430813282209,238.6435082669619,1.0,253.9222725118826,313.9341987973889,1.0,186.96743960651236,364.55837807028627,1.0
360,178.1843432397169,96.63313622606121,1.0,226.30282944108615,97.3050998873985,1.0,265.54117862113577,90.50187856309469,1.0,187.47036895963902,100.0572816380519,1.0,175.59990648856126,259.9784152834972,1.0,223.02768023029205,238.51539379908297,1.0,261.23453671141607,315.162239541251,1.0,184.6677481482632,364.7211410890783,1.0
361,172.6194119896629,97.89636242161659,1.0,223.9037532257189,97.52082317687733,1.0,273.34844844882247,90.22933213478758,1.0,184.63292888793984,100.21372770584894,1.0,170.28926055063073,258.35301643468233,1.0,220.6957146225034,238.43644932615132,1.0,268.517925291329,316.27333686520564,1.0,182.1331685650973,365.3052154551033,1.0
362,163.47934316294254,98.73932556283499,1.0,221.53333318680768,97.0129722095769,1.0,279.37553596614566,91.59293720401435,1.0,181.80571087687665,100.00189047661722,1.0,161.71133930655432,255.27979428698325,1.0,218.49164538527538,237.31291137178957,1.0,274.0256495354075,316.3518076696144,1.0,179.65060056572514,364.9364802971434,1.0
363,161.32467417806814,100.26476514694008,1.0,217.05775324691035,96.8425675215613,1.0,285.45458433171166,91.82376905043667,1.0,179.71334854315464,100.43994759359167,1.0,159.5209646588354,253.64129615398792,1.0,214.23011630179926,236.9283806421021,1.0,279.6398256701458,316.2019365867427,1.0,177.73815428896106,365.4786533477737,1.0
364,158.4952742305012,100.74669714118038,1.0,213.8271221760398,96.85698074074257,1.0,290.25744933646547,92.68505080323304,1.0,177.74195527535034,100.51364117637881,1.0,156.83549849605663,252.31662656485474,1.0,211.146853583054,237.60557762409076,1.0,284.01956606841566,315.54468368408914,1.0,175.9797870947026,365.60952867665185,1.0
365,152.93158018437038,100.2240960589919,1.0,212.36654404582853,96.79170313411085,1.0,293.97356837889913,93.27164701550315,1.0,177.88220391858613,100.20345370443763,1.0,151.73218829467694,249.75305946610524,1.0,209.76309891105382,237.82258285593068,1.0,287.42731404938854,315.5020351966741,1.0,176.14710336924938,365.64396421473555,1.0
366,152.44012023359474,99.42280605658242,1.0,210.4496402080102,96.48415620102398,1.0,297.55079298704595,94.64866072777257,1.0,176.96092382656,100.17668462078521,1.0,151.3550005478323,247.6752532492908,1.0,207.978841640796,237.85121300294298,1.0,290.65064108177916,315.1320601780683,1.0,175.33201172638098,365.48425087597116,1.0
367,148.72578867749615,100.4557540851528,1.0,208.66036784773635,96.39823525897104,1.0,299.63074239651183,95.82952116823708,1.0,177.32214623032587,100.56444759692839,1.0,147.78517665151557,246.33653832190524,1.0,206.28420890834838,238.08951279761393,1.0,292.50638891964826,315.030480569197,1.0,175.5952574944712,364.98002811804474,1.0
368,147.69888711165197,101.05901599698178,1.0,208.3508399870264,96.20742198668175,1.0,301.2152782254542,95.72335922539813,1.0,176.42556772246434,100.97104686481426,1.0,146.74934256209613,244.82618255237014,1.0,206.0131521104569,237.72896466915523,1.0,294.00066827206024,315.6806979188821,1.0,174.73968122994083,364.4584969168281,1.0
369,144.8764161175747,100.41055098889473,1.0,206.6873800001449,95.51167294707973,1.0,302.40832620544074,94.11968036988469,1.0,175.60353145996535,101.07499181271947,1.0,144.20559089953798,243.42114178846634,1.0,204.52951271779912,237.46162142105962,1.0,295.22596412053724,316.5670097211444,1.0,173.9950729374175,364.3448589768586,1.0
370,142.12027982538302,99.73072832510931,1.0,206.13626926334086,95.34873662869708,1.0,304.12401783389686,90.71997721734647,1.0,174.9522978432759,101.00295623753132,1.0,141.73802822570343,243.20537632821927,1.0,204.04170650909572,238.30117494014283,1.0,297.06251851810185,318.20965176958407,1.0,173.42718258563693,364.3553431691156,1.0
371,140.66060462849723,98.23617407937805,1.0,204.6207072362748,95.87786018212391,1.0,305.35340753597836,85.94955192226466,1.0,174.26751367373902,101.71604387717753,1.0,140.5712671604007,243.46879695936693,1.0,202.52907445628355,239.77394228506756,1.0,298.5088947207675,319.24655140240264,1.0,172.72367546063595,364.6107013739334,1.0
372,139.9441776042567,97.68074702232778,1.0,201.3034280604063,95.14750696348045,1.0,305.6490426913336,86.87217504910033,1.0,173.3934913727583,101.91890570523258,1.0,139.96606495278235,242.4090922564066,1.0,199.4814305533348,240.33393394576586,1.0,298.749083532317,319.87816886496535,1.0,171.92582131611735,365.3046660042435,1.0
373,140.0239283902738,97.51079646317986,1.0,201.04341933217808,95.0746820544266,1.0,304.81884526178715,93.2553656954631,1.0,172.56950541836684,102.04786375853276,1.0,140.05136215263713,241.459211522642,1.0,199.2587068107061,241.24140919659825,1.0,297.6014723631783,319.5524529696921,1.0,171.17963778603945,365.6393513095592,1.0
374,140.64471739333496,97.8887591891688,1.0,200.6120753428013,94.95656035528579,1.0,303.8154078414517,96.68026328769302,1.0,170.98115912436884,102.20192676056759,1.0,140.57647057850536,241.12015472972334,1.0,198.86471287512893,241.22216351734042,1.0,296.47567148440515,319.60153278742064,1.0,169.75189030759185,365.9903649437956,1.0
375,140.88232015548982,98.40742055990711,1.0,199.6174201654069,94.6233920571459,1.0,301.45883257342666,100.90139446572903,1.0,170.63589846661858,102.13083268648325,1.0,140.73138512713498,240.87786614575742,1.0,197.9551710645302,240.4911221955793,1.0,293.98431651497265,317.51820064274415,1.0,169.4576772556639,366.28869200263523,1.0
376,138.22568838009826,99.18313126299681,1.0,198.472004873186,94.10038255247822,1.0,298.75144733158606,105.11486061286493,1.0,169.6957175680896,102.49825102701486,1.0,138.18246108694075,240.86205657719438,1.0,196.92646419848938,239.40666589194146,1.0,291.1600974086342,315.16689166038196,1.0,168.57639906360953,366.7174446116044,1.0
377,134.72231493467635,99.29078416963682,1.0,197.70632708409204,93.61493198288792,1.0,297.2883034311118,105.74335071657302,1.0,169.32465319763313,102.28787040250438,1.0,134.93233451278675,240.95252667783686,1.0,196.26666708524607,239.05595439519777,1.0,289.7260091247452,313.80098046208843,1.0,168.27707394555114,366.84826966885794,1.0
378,133.14591425711595,99.30951969116374,1.0,196.34052171966053,93.14443089237078,1.0,295.5288283379353,105.61285491455189,1.0,168.90781209494705,102.60996048377966,1.0,133.47337290693528,240.98370816636083,1.0,195.03476173862776,238.9974962299701,1.0,288.07073767110734,312.7442471122798,1.0,167.86528776553644,367.1380809274036,1.0
379,132.09009123127947,99.43208302312327,1.0,195.56888019359818,91.78195662029786,1.0,294.002815660449,105.03949058464163,1.0,168.07124907101348,103.12998312073468,1.0,132.48383874980647,241.09818815366856,1.0,194.51578369579295,238.94822031932475,1.0,286.6572960989564,311.6866410326943,1.0,167.05214353152675,367.21011545380566,1.0
380,131.3163272509112,100.91295530758354,1.0,195.2561044648172,91.21812652287389,1.0,292.5044342631908,104.6748544136943,1.0,167.23734930483172,103.2069882568005,1.0,131.5914624586682,241.20802758405435,1.0,194.3052280766258,238.79750773112946,1.0,285.2841935827712,311.49516089764944,1.0,166.3003673081408,367.0539958126624,1.0
381,135.64275623604826,103.29595482291226,1.0,195.10070091532637,90.3529628657147,1.0,291.13711292920954,104.52063871276111,1.0,165.84903394128514,103.34619140626332,1.0,135.2986788933945,240.70678205375148,1.0,194.29744533996436,238.86614394112118,1.0,284.0218153236848,311.35033552274854,1.0,165.05121212834558,367.2871553554601,1.0
382,140.46778105553085,103.18297115077888,1.0,195.15179148950375,89.72514500302809,1.0,289.3277370969257,104.28975837578334,1.0,165.11350833329544,103.38223198154868,1.0,139.76649514381396,240.1347855184379,1.0,194.44450673369215,238.65612553503723,1.0,282.367094101547,311.6190432585539,1.0,164.39421498802108,367.3637099473911,1.0
383,133.00724056144654,104.95093860854588,1.0,194.6448831743466,88.56837069745103,1.0,287.43448732736266,103.83681566253232,1.0,163.56189700421024,103.54059625656808,1.0,132.66181774297524,240.51750920691305,1.0,194.1493893069399,238.8456076201567,1.0,280.6408391536279,311.67299737236914,1.0,162.9958879204032,367.39180416127147,1.0
384,144.25336131206942,103.80660786766043,1.0,195.68923546710616,87.84822089611974,1.0,286.0542143965741,103.01485946375878,1.0,160.25257188045887,103.71602103245267,1.0,143.18467705667916,239.53517078064823,1.0,195.26755542537342,238.99388467882716,1.0,279.3926261966134,311.12814909873424,1.0,160.03402749995055,367.2324133789134,1.0
385,133.33921141467246,103.2022190479668,1.0,198.35592241853192,87.66052219189852,1.0,284.2639990504589,102.66597205929138,1.0,159.14453416156033,103.9114928177581,1.0,133.17510615293335,240.08663327874933,1.0,197.85038114394655,239.02812078678474,1.0,277.75713517397384,311.2244437630634,1.0,159.02467716451133,367.3193907803243,1.0
386,132.48225065132652,102.72001640105024,1.0,204.0067789648289,87.1585521823054,1.0,282.6068294090969,102.13352955279198,1.0,157.570502954312,104.16469872611609,1.0,132.4409719342274,240.07338121735043,1.0,203.33142720336565,238.5336041635107,1.0,276.24698520272625,311.0453468626223,1.0,157.59442442284507,367.47129305568524,1.0
387,128.42467258856144,102.04003276537131,1.0,209.54231206992537,82.4869840557994,1.0,281.10253729438455,102.62718089755803,1.0,154.59763854940326,104.342614540397,1.0,128.7778267390337,240.6355187119609,1.0,209.38996280245348,238.91646323019756,1.0,274.8041677982517,310.3783024696441,1.0,154.93406445925012,367.7225139207243,1.0
388,121.14984952919048,103.89591168787459,1.0,220.44820439104151,81.69618616628166,1.0,279.7617963127281,102.28007804881162,1.0,155.02128192909294,104.18331242147579,1.0,121.82629023325113,240.1691518654422,1.0,219.94905195985947,238.57610864440431,1.0,273.57836753304474,310.25999976229343,1.0,155.33215547519615,367.7601445582283,1.0
389,119.19303817744978,103.78994218582883,1.0,229.52471950849377,81.67469720706518,1.0,278.7489590215293,102.36515712315398,1.0,153.39047999949875,104.35135689355914,1.0,120.0387114884492,241.0538639905037,1.0,228.65852462892684,239.84490608425472,1.0,272.6405779615526,310.43773438260564,1.0,153.86204386699103,367.764962939749,1.0
390,117.39325574955964,103.76545122630006,1.0,236.49955219680407,81.8837567711007,1.0,276.82416607151623,101.51031197286996,1.0,152.17088969314779,104.58762971790168,1.0,118.38405022578958,241.68044184386045,1.0,235.30648453635047,240.29054318589675,1.0,270.90368977667094,310.34284788597034,1.0,152.75115602041325,368.2328941396557,1.0
391,114.43689496646691,104.36748372849574,1.0,242.94547992772766,85.6050420437118,1.0,274.5666451347216,100.67008535278242,1.0,150.36217117525848,104.65439522105027,1.0,115.57919072215503,241.68455050403006,1.0,240.88907216230535,241.27549135233977,1.0,268.8625628850756,310.40549135377495,1.0,151.142488662989,368.91342991045406,1.0
392,111.32336251403004,102.86623527005224,1.0,253.0041208326657,94.54490132784264,1.0,271.7218209584795,99.50837533397313,1.0,149.14205343473017,104.25670986259115,1.0,112.89582406835488,243.1449180116799,1.0,249.1042590733209,243.4575812850353,1.0,266.3041360658027,310.7356669436132,1.0,150.1140946386143,368.87076081484463,1.0
393,109.67582577869304,103.07477912278331,1.0,269.4652318881077,99.01548668267199,1.0,269.54944867420863,97.99482619269558,1.0,147.6144263995343,104.08165405155675,1.0,111.35075642878081,243.44259196932137,1.0,264.14785060211636,244.3080231420424,1.0,264.38934951280737,311.07621048296437,1.0,148.78397683333222,369.04181603030634,1.0
394,106.5303148492863,104.32957161147709,1.0,268.27025339637663,100.19151371920066,1.0,267.9345322839581,97.92730709663513,1.0,145.92044191866242,104.14362121713204,1.0,108.30017632269784,244.26840471867138,1.0,262.83378169270884,245.54915113166436,1.0,262.90314755459025,311.2732475396409,1.0,147.27417845613547,369.27295549813516,1.0
395,103.77935965442167,106.02695150028735,1.0,269.6612975879801,100.1618917266505,1.0,265.58531272621735,97.2404329432392,1.0,144.1948785530752,103.79018089138287,1.0,105.55938062546606,244.92137947186868,1.0,264.17797619115845,246.06961341293206,1.0,260.77418503535955,311.5289888985819,1.0,145.7918566588802,369.31143381319316,1.0
396,103.0039390009352,106.48256306544154,1.0,272.3530402360951,97.30352015552877,1.0,263.860806953779,95.62919235695455,1.0,142.0876373092081,104.52416445326138,1.0,104.79495242297122,245.68166296598994,1.0,267.22066911704235,246.36895310007233,1.0,259.28138702979953,311.9151347828509,1.0,143.82085998106453,369.26486682893375,1.0
397,99.95872271269404,106.69668800843084,1.0,273.9730508184278,94.5718610444684,1.0,261.639597710536,94.60942221893572,1.0,136.82328454761262,104.62327598767376,1.0,101.95550002486705,245.77591124849272,1.0,269.2254260937259,247.18546727576344,1.0,257.2840379278158,311.97047517834113,1.0,139.13671758586915,369.35696447621086,1.0
